rb,Month,CI_min_lower,CI_min_upper
p21,1,260.239072108746,261.7408170601184
p21,2,261.27671362179893,262.6053092575832
p21,3,266.14905374336973,267.4895919945955
p21,4,269.5665420237871,270.8603642432615
p21,5,274.63143062538575,275.7984965099388
p21,6,280.4676152393174,281.61319723146175
p21,7,286.11049079250813,286.8135487638888
p21,8,285.0440824916917,285.8171271017551
p21,9,280.243953652805,281.13488987158405
p21,10,273.28646958311265,274.5560248760813
p21,11,267.76737164410406,269.2347287194442
p21,12,260.8287528538837,262.3394141924769
