rb,Month,CI_max_lower,CI_max_upper
p7,1,271.1907026970497,272.134757942987
p7,2,273.5395998008383,274.3164885260425
p7,3,278.3723064032617,279.599372497749
p7,4,283.7963673055568,285.44639536836655
p7,5,289.75213867251307,291.39270648919467
p7,6,294.99010740214146,296.43006340143575
p7,7,302.63443556479996,303.54411445405736
p7,8,301.7367146459137,302.77321811912043
p7,9,297.27095699320273,298.4577527521899
p7,10,286.50826571815827,287.997352837027
p7,11,277.6020910338733,279.03778760234934
p7,12,271.2612000102899,272.3237023822523
